"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Europe and Northern America","Slovakia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","96.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Slovakia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","96.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Slovakia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Slovakia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Slovakia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Slovakia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","99.34","SOURCE: Slovenia EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","98.97","SOURCE: Slovenia EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","95.21","SOURCE: Slovenia EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","99.33","SOURCE: Slovenia EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","92.95","SOURCE: Slovenia EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","94.69","SOURCE: Slovenia EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","98.75","SOURCE: Slovenia EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Slovenia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","92.06","SOURCE: Slovenia EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","97.26","SOURCE: Sweden EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","81.45","SOURCE: Sweden EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","85.18","SOURCE: Sweden EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","83.56","SOURCE: Sweden EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","97.41","SOURCE: Sweden EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","85.65","SOURCE: Sweden EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","98.79","SOURCE: Sweden EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Sweden","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","96.86","SOURCE: Sweden EU-LFS 2019 (GEMR)."
"SDG: Sub-Saharan Africa","Eswatini","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","45.40","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Eswatini","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","30.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Eswatini","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","45.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Eswatini","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","29.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Eswatini","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","65.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Eswatini","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","65.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","99.34","SOURCE: Turks and Caicos Islands MICS 2019-20. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","97.69","SOURCE: Turks and Caicos Islands MICS 2019-20. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","98.71","SOURCE: Turks and Caicos Islands MICS 2020 (GEMR)."
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","98.71","SOURCE: Turks and Caicos Islands MICS 2019-20. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","97.69","SOURCE: Turks and Caicos Islands MICS 2020 (GEMR)."
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","99.34","SOURCE: Turks and Caicos Islands MICS 2020 (GEMR)."
"SDG: Sub-Saharan Africa","Chad","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","13.11","SOURCE: Chad MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Chad","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","16.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Chad","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","26.90","SOURCE: Chad MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Chad","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","29.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Chad","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","4.52","SOURCE: Chad MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Chad","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","31.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Chad","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","5.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Chad","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","5.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Chad","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","15.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Togo","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","42.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Togo","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","77.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Togo","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","79.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Togo","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","80.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Togo","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","18.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Togo","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","17.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Togo","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","19.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Togo","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","41.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Togo","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","39.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Thailand","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","98.67","SOURCE: Thailand MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Eastern and South-Eastern Asia","Thailand","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","88.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Thailand","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","87.42","SOURCE: Thailand MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Eastern and South-Eastern Asia","Thailand","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Thailand","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Thailand","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","66.41","SOURCE: Thailand MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Eastern and South-Eastern Asia","Thailand","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","63.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Thailand","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","87.40","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Thailand","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","65.40","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Tajikistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","96.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Tajikistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","96.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Tajikistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","76.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Tajikistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","76.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Tajikistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","97.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Tajikistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","97.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Tajikistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","75.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Tajikistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","75.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Tajikistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","98.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Tajikistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","98.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Tajikistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","74.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Tajikistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","74.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Tajikistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","98.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Tajikistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","98.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Tajikistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","97.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Tajikistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","97.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Tajikistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","98.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Tajikistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","98.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Turkmenistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","99.35","SOURCE: Turkmenistan MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Central Asia","Turkmenistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","99.35","SOURCE: Turkmenistan MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Central and Southern Asia","Turkmenistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","99.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Turkmenistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","99.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Turkmenistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Turkmenistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Turkmenistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","94.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Turkmenistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","94.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Turkmenistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","99.07","SOURCE: Turkmenistan MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Central Asia","Turkmenistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","99.07","SOURCE: Turkmenistan MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Central and Southern Asia","Turkmenistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","94.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Turkmenistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","94.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Turkmenistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","99.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Turkmenistan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","99.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Turkmenistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","59.54","SOURCE: Turkmenistan MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Central Asia","Turkmenistan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","59.54","SOURCE: Turkmenistan MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Central and Southern Asia","Turkmenistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Turkmenistan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Timor-Leste","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","74.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Timor-Leste","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","59.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Timor-Leste","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","77.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Timor-Leste","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","50.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Timor-Leste","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","60.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Timor-Leste","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","51.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Timor-Leste","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","61.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Timor-Leste","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","49.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Timor-Leste","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","75.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Tonga","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","86.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Tonga","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","85.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Tonga","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","83.80","SOURCE: Tonga MICS 2019 (GEMR)."
"SDG: Oceania","Tonga","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","92.43","SOURCE: Tonga MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Oceania","Tonga","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","98.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Tonga","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","98.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Tonga","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","84.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Tonga","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","85.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Tonga","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","98.21","SOURCE: Tonga MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Northern Africa and Western Asia","Tunisia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","96.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Tunisia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","48.78","SOURCE: Tunisia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Northern Africa and Western Asia","Tunisia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","95.10","SOURCE: Tunisia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Northern Africa and Western Asia","Tunisia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","64.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Tunisia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","95.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Tunisia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","89.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Tunisia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","74.24","SOURCE: Tunisia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Northern Africa and Western Asia","Tunisia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","88.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Tunisia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","65.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Türkiye","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","63.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Türkiye","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Türkiye","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","96.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Tuvalu","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","55.45","SOURCE: Tuvalu MICS 2019-20. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Oceania","Tuvalu","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","98.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
